race	trait_name	replaces	source	description	url
Humans	Dual Talent	+2 to One Ability Score, Bonus Feat, Skilled	Advanced Race Guide pg. 72	Some humans are uniquely skilled at maximizing their natural gifts. These humans pick two ability scores and gain a +2 racial bonus in each of those scores. This racial trait replaces the +2 bonus to any one ability score, the bonus feat, and the skilled traits.	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Adoptive Parentage	Bonus Feat	Advanced Race Guide pg. 72	Humans are sometimes orphaned and adopted by other races. Choose one humanoid race without the human subtype. You start play with that race’s languages and gain that race’s weapon familiarity racial trait (if any). If the race does not have weapon familiarity, you gain either Skill Focus or Weapon Focus as a bonus feat that is appropriate for that race instead. This racial trait replaces the bonus feat trait.<br>Awareness<br>Source Inner Sea Races pg. 213<br>Humans raised within monastic traditions or communities that encourage mindfulness seem to shrug off many dangers more easily than other humans. They gain a +1 racial bonus on all saving throws and concentration checks. This racial trait replaces humans’ bonus feat.<br>Dragon Scholar<br>Source Legacy of Dragons pg. 11<br>Dragons have a long history of individual interactions with specific humans, and some humans seek to better understand this relationship. Humans with this trait receive a +2 racial bonus on caster level checks to overcome a dragon’s spell resistance. In addition, they receive a +3 racial bonus on Knowledge (arcana) checks related to creatures of the dragon type. This trait replaces humans’ bonus feat racial trait.<br>Eye for Talent<br>Source Advanced Race Guide pg. 72, Advanced Player's Guide pg. 23<br>Humans have great intuition for hidden potential. They gain a +2 racial bonus on Sense Motive checks. In addition, when they acquire an animal companion, bonded mount, cohort, or familiar, that creature gains a +2 bonus to one ability score of the character’s choice. This racial trait replaces the bonus feat trait.<br>Focused Study<br>Source Advanced Race Guide pg. 72<br>All humans are skillful, but some, rather than being generalists, tend to specialize in a handful of skills. At 1st, 8th, and 16th level, such humans gain Skill Focus in a skill of their choice as a bonus feat. This racial trait replaces the bonus feat trait.<br>Heroic<br>Source Advanced Race Guide pg. 72<br>Some humans are born heroes. In campaigns that use the optional hero point system, each time these humans gain a level, they gain 2 hero points instead of 1. If they take the Blood of Heroes feat, they gain 3 hero points each level instead of 2. This racial trait replaces the bonus feat trait.<br>Military Tradition<br>Source Inner Sea Races pg. 214<br>Several human cultures raise all children (or all children of a certain social class) to serve in the military or defend themselves with force of arms. They gain proficiency with up to two martial or exotic weapons appropriate to their culture. This racial trait replaces the bonus feat trait.<br>Mixed Heritage<br>Source Advanced Race Guide pg. 72<br>Often human civilization is defined by more than one characteristic. A human with this trait may select a second "Heart of the" racial trait. This replaces the bonus feat racial trait.<br>Piety<br>Source Horror Adventures pg. 41<br>Humans place great trust in the gods to protect them. Humans with this trait receive a +2 racial bonus on Knowledge (religion) checks and Knowledge (religion) is always a class skill for them. In addition, once per day before attempting an attack roll, saving throw, ability check, or skill check, such a human can call out to his deity in order to receive a +2 racial bonus on that roll; he can use this ability only if he is able to speak. This racial trait replaces the bonus feat racial trait.<br>Powerful Presence<br>Source Heroes of the High Court pg. 15<br>Humans with a regal bearing and strong personal magnetism can apply their presence more forcefully than others. A human with this trait treats her Charisma score as 2 points higher for the purpose of meeting feat prerequisites. In addition, humans with this racial trait gain Persuasive as a bonus feat. This racial trait replaces the bonus feat trait.<br>Psychic Defense<br>Source Horror Adventures pg. 41<br>Humans from cultures steeped in the occult sometimes train their minds to resist outside influence. They gain a +2 racial bonus on saving throws against psychic spells and spell-like abilities, including those that originate from the psychic magic ability (Pathfinder RPG Bestiary 5 297). This racial trait replaces the bonus feat trait.<br>Rationalize<br>Source Horror Adventures pg. 41<br>Humans have the ability to assuage their own fears by convincing themselves that what they saw or read is not real. Humans with this trait gain a +3 bonus on saving throws against effects that cause sanity damage (see page 12). This racial trait replaces the bonus feat trait.<br>Reptilian Ancestry<br>Source Horror Adventures pg. 41<br>Humans with reptoid or serpentfolk ancestry sometimes have nictitating membranes or patches of scaly skin. They gain a +2 racial bonus on saving throws against mind-affecting effects and poisons. This racial trait replaces the bonus feat trait.<br>Self-Made Fate<br>Source Inner Sea Races pg. 214<br>Some humans build nations that deny the importance of gods and divine magic, and those raised to avoid divine influence (mostly people of Bachuan, Druma, Rahadoum, or Touvette) develop a knack for defying divine magic. They gain a +2 racial bonus on saving throws against divine spells and spelllike abilities, as well as the spells and spell-like abilities of aeons, psychopomps, and outsiders with an alignment subtype. This racial trait replaces the bonus feat trait.<br>Shadowhunter<br>Source Blood of Shadows pg. 5<br>Those who understand the connection between shadows and the Negative Energy Plane know how to fight the spirits of darkness. Characters with this trait deal 50% weapon damage to incorporeal creatures when using nonmagical weapons (including natural and unarmed attacks), as if using magic weapons. They also gain a +2 bonus on saving throws to remove negative levels, and recover physical ability damage from attacks by undead creatures at a rate of 2 points per ability score per day (rather than the normal 1 point per ability score per day).<br>Dwarves, elves, gnomes, half-orcs, and halflings can take this trait in place of weapon familiarity. Half-elves can take this trait in place of elven immunities. Humans can take this trait in place of their bonus feat, also gaining Iron Will as a bonus feat.<br>Unstoppable Magic<br>Source Inner Sea Races pg. 214<br>Humans from civilizations built upon advanced magic, such as Geb or Nex, are educated in a variety of ways to accomplish their magical goals. They gain a +2 racial bonus on caster level checks against spell resistance. This racial trait replaces the bonus feat trait.	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Tribalistic	Languages	Inner Sea Races pg. 214	Many humans naturally form into cliques or tribes, and these humans work exceptionally well with those they view as fellow tribe members. Such humans gain a +2 racial bonus on attack rolls and skill checks to use the aid another action to aid humans of the same ethnicity. Humans with this racial trait must hail from an ethnicity that has its own language other than Common, and they only start with that language; if they have high Intelligence scores, they can select their bonus languages from among Common, Giant, Goblin, and Halfling. This racial trait alters starting and bonus languages.	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Aquatic Ancestry	Skilled	Horror Adventures pg. 41	Humans with deep one or skum ancestry may exhibit prominent round eyes or webbed fingers and toes. They gain a racial bonus equal to half their character level on Swim checks and Swim is always a class skill for them. In addition, they can hold their breath for twice as long as normal. When the racial bonus on Swim checks from this ability becomes +8 or higher, they can always take 10 on Swim checks, even when threatened or distracted. This racial trait replaces skilled.<br>Comprehensive Education<br>Source Inner Sea Races pg. 213<br>Humans raised with skilled teachers draw upon vast swathes of knowledge gained over centuries of civilization. They gain all Knowledge skills as class skills, and they gain a +1 racial bonus on skill checks for each Knowledge skill that they gain as a class skill from their class levels. This racial trait replaces skilled.<br>Dimdweller<br>Source Blood of Shadows pg. 4<br>Characters with this trait are at home in gloomy conditions. Whenever these characters benefit from concealment or full concealment due to darkness or dim light, they gain a +2 racial bonus on Intimidate, Perception, and Stealth checks.<br>Dwarves can take this trait in place of the greed and stonecunning traits. Elves, gnomes, halflings, and half-orcs can take this trait in place of weapon familiarity. Half-elves can take this trait in place of adaptability. Humans can take this trait in place of the skilled trait, also gaining darkvision to a range of 60 feet.<br>Draconic Heritage<br>Source Legacy of Dragons pg. 11<br>At times, a human’s family history can have a dragon’s power bound to the bloodline. Humans with this trait gain darkvision with a range of 10 feet and low-light vision. They can also ignore the Charisma prerequisite for Eldritch HeritageAPG and any feat that has Eldritch Heritage as a prerequisite, but can select only the draconic bloodline with these feats. This replaces the bonus skill rank humans receive at each level.<br>Fey Magic<br>Source Heroes of the Wild pg. 5<br>The character has a mystic connection to one terrain type, selected from the ranger's favored terrain list. The character selects three 0-level druid spells and one 1st-level druid spell. If the character has a Charisma score of 11 or higher, when in the selected terrain, she gains these spells as spell-like abilities that can be cast once per day. The caster level for these effects is equal to the user's character level. The DC for the spell-like abilities is equal to 10 + the spell's level + the user's Charisma modifier. These spells are treated as being from a fey source for the purposes of the druid's resist nature's lure class feature and similar abilities.<br>A dwarf can take this trait in place of greed and stonecunning. An elf, half-elf, or halfling can take this trait in place of keen senses. A gnome can take this trait in place of obsessive. A half-orc can take it in place of orc ferocity. A human can take it in place of skilled. A human who replaces skilled with fey magic also gains fey thoughts and low-light vision.<br>Fey Thoughts<br>Source Heroes of the Wild pg. 5<br>The character sees the world more like a native of the First World. Select two of the following skills: Acrobatics, Bluff, Climb, Diplomacy, Disguise, Escape Artist, Fly, Knowledge (nature), Perception, Perform, Sense Motive, Sleight of Hand, Stealth, Swim, or Use Magic Device. The selected skills are always class skills for the character.<br>A dwarf can take this trait in place of hatred. An elf, gnome, or half-orc can take this trait in place of racial weapon familiarity. A half-elf can take this trait in place of multitalented. A halfling can take it in place of fearless. In the case of humans, this trait replaces the skilled trait (and the human also gains fey magic and low-light vision, as detailed in Fey Magic, above).<br>Giant Ancestry<br>Source Horror Adventures pg. 41<br>Humans with ogre or troll ancestry end up having hulking builds and asymmetrical features. Such humans gain a +1 bonus on combat maneuver checks and to CMD, but a –2 penalty on Stealth checks. This racial trait replaces skilled.<br>Heart of the Fey<br>Source Legacy of the First World pg. 5<br>Fey-touched humans enjoy senses and reactions superior to those of their kin. These humans receive low-light vision, gain a +1 racial bonus on Reflex and Will saves, and treat Knowledge (nature) and Perception as class skills. This racial trait replaces skilled.<br>Heart of the Fields<br>Source Advanced Race Guide pg. 72, Advanced Player's Guide pg. 23<br>Humans born in rural areas are used to hard labor. They gain a racial bonus equal to half their character level to any one Craft or Profession skill, and once per day they may ignore an effect that would cause them to become fatigued or exhausted. This racial trait replaces skilled.<br>Heart of the Mountains<br>Source Advanced Race Guide pg. 72<br>Humans born in the mountains are skilled at negotiating heights and precipices. They gain a +2 racial bonus on Climb checks and Acrobatics checks to move on narrow surfaces and uneven ground. Furthermore, they are considered acclimated to the effects of high altitude. This racial trait replaces skilled.<br>Heart of the Sea<br>Source Advanced Race Guide pg. 72<br>Humans born near the sea are always drawn to it. They gain a +2 racial bonus on Profession (sailor) and Swim checks, and these are always class skills for them. They can hold their breath twice as long as normal, and spellcasters gain a +4 racial bonus on concentration checks when attempting to cast spells underwater. This racial trait replaces skilled.<br>Heart of the Slums<br>Source Advanced Race Guide pg. 72<br>Humans who eke out a life in a city’s teeming slums must be quick and clever. They gain a +2 racial bonus on Sleight of Hand and Stealth checks, and a +4 racial bonus on Survival checks in urban and underground settings. In addition, they may roll twice when saving against disease, taking the better roll. This racial trait replaces skilled.<br>Heart of the Snows<br>Source Advanced Race Guide pg. 72<br>Humans born in chilly climes treat cold climates as one category less severe. They gain a +2 racial bonus on Fortitude saving throws against the effects of cold climates, on any check or saving throw to avoid slipping and falling, and to CMD against trip combat maneuvers. This bonus applies on Acrobatics and Climb checks made in slippery conditions. This racial trait replaces skilled.<br>Heart of the Streets<br>Source Advanced Race Guide pg. 72, Advanced Player's Guide pg. 23<br>Humans from bustling cities are skilled with crowds. They gain a +1 racial bonus on Reflex saves and a +1 dodge bonus to Armor Class when adjacent to at least two other allies. Crowds do not count as difficult terrain for them. This racial trait replaces skilled.<br>Heart of the Sun<br>Source Advanced Race Guide pg. 72<br>Humans born in tropical climates treat hot climates as one category less severe. They also gain a +2 racial bonus on Fortitude saving throws against the effects of a hot climate, as well as against the poison and distraction ability of swarms and vermin. This racial trait replaces skilled.<br>Heart of the Wilderness<br>Source Advanced Race Guide pg. 72, Advanced Player's Guide pg. 23<br>Humans raised in the wild learn the hard way that only the strong survive. They gain a racial bonus equal to half their character level on Survival checks. They also gain a +5 racial bonus on Constitution checks to stabilize when dying and add half their character level to their Constitution score when determining the negative hit point total necessary to kill them. This racial trait replaces skilled.<br>Imposter-Wary<br>Source Legacy of the First World pg. 12<br>Humans trained to spot fey masquerading as their kin gain a +2 racial bonus on saving throws against illusion spells and effects, 1 free rank in Sense Motive at 1st level, and 1 additional rank in Sense Motive whenever they gain a level. This racial trait replaces skilled.<br>Industrious<br>Source Inner Sea Races pg. 213<br>Humans are known in the Inner Sea for their drive and work ethic. Humans with this racial trait gain a +2 racial bonus on concentration checks and checks with their choice of one Craft or Profession skill. This racial trait replaces skilled.<br>Innovative<br>Source Inner Sea Races pg. 213<br>Humans have come to shape the face of Golarion because they are inveterate innovators. Humans with this racial trait gain a +2 racial bonus on Knowledge (arcana) and Spellcraft checks to independently research spells, create magic items they have never encountered before, and identify unique magical effects. They also gain a +2 racial bonus on Charisma-based skill checks to persuade others to adopt a new ideology or further the cause of discovery and progress. This racial trait replaces skilled.<br>Institutional Memory<br>Source Inner Sea Races pg. 214<br>Humans rely on their institutions to remember the distant past and to preserve their own memories for the distant future. They gain a +4 racial bonus on Knowledge checks to answer questions about any organizations, guilds, or religions to which they belong, and they can attempt such skill checks untrained. This racial trait replaces skilled.<br>Low-Light Vision<br>Source Heroes of the Wild pg. 5<br>Many feyborn have low-light vision. Races that normally have darkvision (such as dwarves and half-orcs) can take low-light vision in place of darkvision. In the case of humans, this trait replaces the skilled trait (and the human also gains fey magic and fey thoughts, as detailed in Fey Magic, above).<br>One of the Multitude<br>Source Heroes of the Streets pg. 9<br>City-dwelling humans are skilled at blending in with the busy multitudes of the city. They gain a +1 racial bonus on Bluff, Diplomacy, Disguise, Sleight of Hand, and Stealth checks when within 10 feet of at least two other humanoids. They gain a +1 racial bonus on attacks of opportunity made while flanking. This racial trait replaces skilled.<br>Poison Minion<br>Source Blood of Shadows pg. 5<br>Drow sometimes augment their slaves and frontline warriors by making them toxic, causing their bodies to internally produce mawbane poison (see below). The resulting poisonous creature makes a potent weapon in the effort to discourage neighboring monsters. Any creature that hits such a character with a bite attack is immediately exposed to its poison. The save DC for this poison is equal to 10 + 1/2 the character’s Hit Dice + the character’s Constitution modifier.<br>Mawbane Poison—ingested; save Fortitude as above; frequency 1/round for 4 rounds; effect 1d2 Constitution damage; cure 1 save.<br>Dwarves can take this trait in place of defensive training and hardy. Elves can take this trait in place of elven magic and weapon familiarity. Gnomes can take this trait in place of defensive training, gnome magic, and illusion resistance. Half-elves can take this trait in place of elven immunities and keen senses. Half-orcs can take this trait in place of orc ferocity and weapon familiarity. Humans can take this trait in place of skilled. Halfling physiology prevents them from taking this trait. Drow can take this trait in place of drow immunities, light blindness, spell resistance, and weapon familiarity. Wayangs can take this trait in place of light and dark, lurker, and shadow resistance.<br>Practiced Hunter<br>Source Inner Sea Races pg. 214<br>Members of some human cultures train from youth to find and follow the trails of vital game and at the same time hide the evidence of their own passage. These humans gain a +2 racial bonus on Stealth and Survival checks, and Stealth and Survival are always class skills for them. This racial trait replaces skilled.<br>Silver Tongued<br>Source Advanced Race Guide pg. 72<br>Human are often adept at subtle manipulation and putting even sworn foes at ease. Humans with this trait gain a +2 bonus on Diplomacy and Bluff checks. In addition, when they use Diplomacy to shift a creature’s attitude, they can shift up to three steps up rather than just two. This racial trait replaces skilled.<br>Social Ties<br>Source Inner Sea Races pg. 214<br>Some human societies run on complex webs of favors and loyalties that canny members can intuitively exploit with relative ease. These humans gain a +2 racial bonus on Diplomacy checks, and on any skill checks to recruit members and teams for an organization. They also add a +1 racial bonus to their Leadership scores (if they gain the Leadership feat). This racial trait replaces skilled.<br>Wayfarer<br>Source Inner Sea Races pg. 214<br>Humans maintain the largest trade networks on Golarion and the farthest-reaching civilizations, putting them in contact with a huge number of cultures. Humans with this racial trait gain a +2 racial bonus on Survival checks to avoid becoming lost, Knowledge (geography) checks, and Knowledge (local) checks. Whenever these humans gain a rank in Linguistics, they learn two languages rather than one. This racial trait replaces skilled.	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Aasimars	Deathless Spirit	Celestial Resistance	Advanced Race Guide pg. 84	Particularly strong-willed aasimars possess celestial spirits capable of resisting the powers of death. They gain resistance 5 against negative energy damage. They do not lose hit points when they gain a negative level, and they gain a +2 racial bonus on saving throws against death effects, energy drain, negative energy, and spells or spell-like abilities of the necromancy school. This racial trait replaces celestial resistance.<br>Exalted Resistance<br>Source Advanced Race Guide pg. 85<br>An aasimar with this racial trait gains spell resistance equal to 5 + her level against spells and spell-like abilities with the evil descriptor, as well as any spells and spell-like abilities cast by evil outsiders. This racial trait replaces celestial resistance.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Celestial Crusader	Celestial Resistance, Skilled	Advanced Race Guide pg. 84	Some aasimars follow their destiny to war against the powers of ultimate evil. These individuals gain a +1 insight bonus on attack rolls and to AC against evil outsiders and a +2 racial bonus on Knowledge (planes) and Spellcraft checks to identify evil outsiders or items or effects created by evil outsiders; they may use these skills untrained for this purpose. This racial trait replaces celestial resistance and skilled.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Halo	Darkvision	Advanced Race Guide pg. 85	Some aasimars possess the ability to manifest halos. An aasimar with this racial trait can create light centered on her head at will as a spell-like ability. When using her halo, she gains a +2 circumstance bonus on Intimidate checks against evil creatures and on saving throws against becoming blinded or dazzled. This racial trait replaces the darkvision racial trait.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Scion of Humanity	Languages, Native Outsider	Advanced Race Guide pg. 85	Some aasimars’ heavenly ancestry is extremely distant. An aasimar with this racial trait counts as an outsider (native) and a humanoid (human) for any effect related to race, including feat prerequisites and spells that affect humanoids. She can pass for human without using the Disguise skill. This racial trait replaces the Celestial language and alters the native subtype.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Truespeaker	Skilled	Advanced Race Guide pg. 85	There are some aasimars whose language transcends all boundaries. They gain a +2 bonus on Linguistics and Sense Motive checks, and they learn two languages each time they gain a rank in Linguistics. This racial trait replaces skilled.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Crusading Magic	Skilled, Spell-Like Ability	Inner Sea Races pg. 214	Many aasimars feel obligated to train to defend the world against fiends such as the invaders from the Worldwound. These aasimars gain a +2 racial bonus on caster level checks to overcome spell resistance and on Knowledge (planes) checks. This racial trait replaces the skilled and spell-like ability racial traits.<br>Heavenborn<br>Source Advanced Race Guide pg. 85<br>Born in the celestial realms, aasimars with this racial trait gain a +2 bonus on Knowledge (planes) checks and they cast spells with the good or light descriptor at +1 caster level. This racial trait replaces the skilled and spell-like ability racial traits.<br>Immortal Spark<br>Source Advanced Race Guide pg. 85<br>Aasimars with this racial trait defy the powers of death. They gain a +2 bonus on Knowledge (history) checks and saving throws against death effects and can use lesser age resistance once per day as a spell-like ability. This racial trait replaces the skilled and spell-like ability racial traits.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Incorruptible	Spell-Like Ability	Advanced Race Guide pg. 85	Occasionally, aasimars arise with the ability to further ward away evil. Aasimars with this racial trait can cast corruption resistance against evil once per day as a spell-like ability. If an aasimar uses this ability on herself, the duration increases to 1 hour per level. This racial trait replaces the spell-like ability racial trait.<br>Lost Promise<br>Source Inner Sea Races pg. 214<br>While many view aasimars’ beauty and celestial powers as a gift, in some communities an aasimar might be persecuted for being different and fall into darkness. The forces of evil delight in such a perversion of their celestial counterparts’ gifts. As long as the aasimar retains an evil alignment, she gains the maw or claw tiefling alternate racial trait (Pathfinder RPG Advanced Race Guide 169). This racial trait replaces the spell-like ability racial trait.<br>Variant Aasimar Abilities<br>Source Blood of Angels pg. 18<br>Some aasimars are blessed or cursed with unusual abilities. GMs may customize their aasimar NPCs using the following chart, or allow their players to do so by rolling a d%. Players with a particular character concept in mind may consult their GM if they want to select a specific variant ability. The abilities presented here replace an aasimar's spelllike ability racial trait. Any abilities that grant spells or spell-like abilities are treated as having a caster level equal to the aasimar's character level. d%Abilities<br>1You can channel 1d6 points of positive energy once per day as a supernatural ability.<br>2You can use cure minor wounds 3/day as a spell-like ability.<br>3As a move action, you can manifest or dismiss a halo around your head that sheds colored light as a torch.<br>4Once per day, you can drink a flask of holy water to heal 1d6 hit points.<br>5You gain a +4 racial bonus on Knowledge (religion) checks pertaining to a deity of your choice.<br>6You possess taloned fingers that act as natural weapons and deal 1d4 points of damage.<br>7You gain DR 2/evil.<br>8You use your Charisma score instead of your Constitution score to determine how many rounds you can hold your breath.<br>9You gain an additional +2 racial bonus to your Strength score.<br>10You can subsist entirely on honey and wine.<br>11You can breathe both thin and stale air without ill effects, and you never suffer from altitude sickness.<br>12You have a natural swim speed of 20 feet.<br>13You gain a +2 racial bonus on attack rolls made to confirm critical hits against evil outsiders.<br>14You possess the unnatural aura universal monster ability, except the DC to make animals come near you is equal to 10 + 1/2 your character level + your Charisma modifier.<br>15Once per day, when you are at 0 hit points, you can take a full round of actions without losing a hit point and falling unconscious.<br>16You display exceptional grace and easily keep your balance. You gain a +2 racial bonus on Acrobatics checks.<br>17You can cast spear of purity once per day as a spell-like ability.<br>18You gain a +2 racial bonus on saving throws made against poison.<br>19Once you've reached adulthood, you never appear to age, although you take aging penalties normally and die when it is your time.<br>20You gain an additional +2 racial bonus to your Dexterity score.<br>21You can manipulate any metal armor you wear, causing it to appear to be made of shining silver or gold. This illusion lasts only as long as you wear your armor.<br>22You gain a +1 racial bonus on Will saves.<br>23You can cast create water three times per day as a spell-like ability.<br>24You gain sonic resistance 5.<br>25Once per day, you can exhibit a burst of speed, moving as if your base land speed were 50 feet for 1 round.<br>26You gain a +2 dodge bonus to AC against attacks of opportunity made by creatures of the human subtype.<br>27You have a knack for creating high-quality objects. You gain a +2 racial bonus on any one kind of Craft check.<br>28Once per day, for 1 minute, you can understand and be understood by any creature as though using tongues.<br>29You gain a +2 racial bonus on initiative checks during the day.<br>30Pick one weapon that normally deals lethal damage. You can deal nonlethal damage with that weapon without the usual –4 penalty on your attack rolls.<br>31You gain a +2 racial bonus on saving throws against charm effects.<br>32You can cast shield other once per day as a spell-like ability.<br>33When coins or other small metal objects pass through your hands, they become perfectly clean and shiny again.<br>34You gain a +2 dodge bonus to your AC against attacks of opportunity from evil outsiders or undead.<br>35You can cast aid once per day as a spell-like ability.<br>36Nonmagical insects never bite or sting you unless magically compelled to do so.<br>37You gain a +2 racial bonus on checks made with any one Perform skill.<br>38Once per day, you can generate a glowing aura that emanates in a 20-foot radius centered on you. Any creature within the aura that is at negative hit points stabilizes immediately. The aura lasts for 1 round.<br>39You can mimic the sound of any animal perfectly.<br>40You gain an additional +2 racial bonus to your Intelligence score.<br>41Three times per day, you can sing for 10 minutes to put one willing creature to sleep. Any creature that falls asleep to the sound of your song is protected from nightmare and similar spells for the duration of its rest.<br>42Whenever you successfully use the aid another action to help someone make a skill check, you grant a +3 bonus instead of +2.<br>43You gain a +2 racial bonus on saving throws made against fear effects.<br>44If you stand atop a grave and meditate for 10 minutes, you learn the name of whoever lies buried below.<br>45You have catlike ears that grant you a +2 racial bonus on hearing-based Perception checks.<br>46Once per day, you can breathe frosty air in a 10-foot cone. This acts as a breath weapon that deals a number of points of cold damage equal to 1d4 + 1/2 your level, to a maximum of 1d4+5.<br>47You feel sick to your stomach and take a –1 penalty on ability checks when within 30 feet of an evil outsider.<br>48You can cast weapon of awe once per day as a spell-like ability.<br>49You gain a +1 racial bonus on Reflex saves.<br>50You gain an additional +2 racial bonus to your Wisdom score.<br>51You can make fruit ripen with a touch.<br>52You can understand any written material as though under the effects of comprehend languages.<br>53You gain a +2 racial bonus to your CMD.<br>54You gain a +2 racial bonus on saving throws against spells and effects that would cause you to become dazzled.<br>55You can cast augury once per day as a spell-like ability.<br>56You can cast zone of truth once per day as a spell-like ability.<br>57You gain a +2 racial bonus on Heal checks.<br>58Any creature that bites you must succeed at a DC 12 Fortitude save or become sickened for 1d4 rounds.<br>59Any good creature you call via summon monster remains for 3 rounds longer than usual.<br>60You always know the current position of the sun.<br>61You gain a +1 racial bonus on attack and damage rolls against evil outsiders.<br>62You gain a +4 racial bonus on saving throws to remove any temporary negative levels you possess.<br>63You have a strong and stable build. You gain a +2 racial bonus to CMD against bull rush and trip attempts.<br>64You gain a +4 racial bonus on Intimidate checks made to demoralize foes.<br>65Once per day as a full-round action, you can summon a silver holy symbol out of thin air. The holy symbol remains in existence for 1 hour or until you drop it.<br>66You are immune to undead creatures' create spawn special ability.<br>67You gain a +2 racial bonus on Sense Motive checks.<br>68You can cast whispering wind once per day as a spell-like ability.<br>69Your tears cure disease. You can cast remove disease once per day as a spell-like ability.<br>70You gain an additional +2 racial bonus to your Constitution score.<br>71You gain sustenance from sunlight. Standing in direct sunlight for half an hour nourishes you as though you had just eaten a hearty meal. You still need to drink water.<br>72You gain spell resistance equal to 10 + 1/2 your Hit Dice.<br>73If your body is placed on consecrated ground and prayers to your deity are recited continuously for 24 hours, you return to life as if by a raise dead spell. This ability works 1d4 times in your lifetime.<br>74Your kiss invigorates others. Once per day, you can kiss a creature to change its condition from exhausted to fatigued, or from fatigued to normal.<br>75You can sense when a creature is pregnant by standing within 10 feet of the creature.<br>76You gain a +2 racial bonus on saving throws made against curses.<br>77You gain a +2 racial bonus on Knowledge (planes) checks.<br>78You are always comfortably warm. You gain a +4 racial bonus to resist environmental cold effects.<br>79You always know the current position of the stars.<br>80You gain fire resistance 5.<br>81You heal double the normal amount of hit points while resting.<br>82You can cast mending three times per day as a spell-like ability.<br>83You feel energized and gain a +1 racial bonus on ability checks while you are within 30 feet of a good outsider.<br>84You gain a +4 racial bonus to resist environmental heat effects.<br>85When targeted by lesser restoration or another spell or effect that cures temporary ability damage, you heal an extra +1 point of temporary ability damage.<br>86You can cast blessing of courage and life once per day as a spell-like ability.<br>87You gain a +2 racial bonus on Handle Animal and Ride checks.<br>88Once per day as a move action, you can make a melee weapon you are wielding holy. The enchantment lasts for 3 rounds or until you drop or give away your weapon.<br>89You gain a +2 racial bonus on saving throws made against disease.<br>90You gain an additional +2 racial bonus to your Charisma score.<br>91If you die, your body can never be reanimated as an undead creature.<br>92You gain a +1 racial bonus on Fortitude saves.<br>93You can summon a lantern archon once per day as though by summon monster III.<br>94You can speak to horses and other equine animals.<br>95You gain a +2 racial bonus on Diplomacy checks.<br>96You gain a +2 racial bonus on Use Magic Device checks.<br>97You gain DR 2/magic.<br>98You can cast compassionate ally once per day as a spell-like ability.<br>99You have a natural fly speed of 20 feet (poor).<br>100Roll on this table twice, ignoring any further rolls of 100.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Androids	Repairing Nanites	Nanite Surge	Inner Sea Races pg. 214	Some androids cannot prompt their nanites to aid them in any endeavor, but instead find that their nanites stitch their wounds together. The first time each day that such an android has taken an amount of damage greater than or equal to twice her Hit Dice, the nanites automatically activate, without an action. Her circuitry-tattoos glow with light equivalent to that of a torch for 1 round and she heals a number of hit points equal to twice her Hit Dice. This racial trait replaces nanite surge.	https://aonprd.com/RacesDisplay.aspx?ItemName=Android
Aphorites	Share Knowledge	Aphorite Resistances	Plane-Hopper's Handbook pg. 14	Certain aphorites have a sliver of their creators’ ability to combine their collective intellect and solve problems they could not solve on their own. When an aphorite with this racial trait successfully uses the aid another action to aid a character on a Knowledge check the aphorite is trained in, the character receives a +4 bonus instead of the normal +2 bonus. As a result of this increased openness, aphorites with this racial trait don’t receive a +2 bonus on saves against mind-affecting effects. This racial trait modifies aphorite resistances.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aphorites	Planar Envoy	Languages, Skilled	Plane-Hopper's Handbook pg. 14	Reflecting their original role as translators and intermediaries, some aphorites are especially skilled at communication. Aphorites with this racial trait begin play speaking Common and either Abyssal, Aquan, Auran, Celestial, Ignan, Infernal, or Terran. Aphorites with this racial trait and a high Intelligence score can choose any languages at character creation (except for secret languages, such as Druidic). They learn two languages rather than one each time they gain a rank in Linguistics. This racial trait modifies languages and replaces skilled.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
