name	sphere	system	tradition	source	prerequisites	description
Inhuman Healing	Life	Magic	Casting			Your cure effects cannot heal living creatures. You gain Esoteric Healing with the bonus talent gained through this drawback.
Limited Restoration	Life	Magic	Casting			Choose either restore or cure/invigorate. You can only use this ability or abilities and lose the ability to use the ones not chosen.
Medicinal	Life	Magic	Casting			You must select the Instill Life talent with the bonus talent granted by this drawback, and you can only use your Life sphere abilities through this talent.<br>Incompatible: Glorious, Sympathetic
Regenerate	Life	Magic	Casting			You may only target yourself with your Life sphere abilities.<br>Incompatible: Sympathetic
Slow Recovery	Life	Magic	Casting			You lack the ability to cause rapid healing. You must select the Revitalize talent with the bonus talent granted by this drawback, and cannot use cure unless you use it through the Revitalize talent.<br>Incompatible: Limited Restoration (restore)
Sympathetic	Life	Magic	Casting			You may only restore others by taking their afflictions unto yourself. You must select the Empathic Healing talent with the bonus talent gained from this drawback and can only use the restore ability with the Empathic Healing talent.<br>Incompatible: Limited Restoration (cure/invigorate), Medicinal, Regenerate
Unnatural Remedy	Life	Magic	Casting			Your healing magic may be cold, eerie, harsh, or pervasive. Whenever you use cure, restore, or invigorate on a target (even yourself), they reflexively resist (even while unconscious), and must attempt a Will saving throw against the effect as if they were an unwilling target. On a success, restore is negated and any healing or temporary hit points bestowed by cure or invigorate are halved. Targets cannot choose to fail this saving throw.
Flexible Lens	Light	Magic	Casting			You cannot create a Telescope lens. You must choose a (lens) talent with the bonus talent gained from this drawback.<br>Incompatible: Light Focus
Glowing Brew	Light	Magic	Casting			You must select the Instill Glow talent with the bonus talent granted by this drawback, and you can only use your Light sphere abilities through this talent.<br>Incompatible: Nimbus Focus, Roving Glow, Touch Of Light
Lens Focus	Light	Magic	Casting			You cannot create glow effects.<br>Incompatible: Light Focus, Nimbus Focus, Roving Glow, Subtle Light, Touch Of Light
Light Focus	Light	Magic	Casting			You cannot create lenses.<br>Incompatible: Flexible Lens, Lens Focus
Nimbus Focus	Light	Magic	Casting			You may only cause your glows to shed light in a specific shape. You must select a (nimbus) talent with the bonus talent granted by this drawback, and must always apply that (nimbus) talent to your glows. You may not select any other (nimbus) talents.<br>Incompatible: Glowing Brew, Lens Focus
Roving Glow	Light	Magic	Casting			You cannot place glow effects on objects or creatures. You must select the Dancing Lights talent with the bonus talent gained from this drawback.<br>Incompatible: Glowing Brew, Lens Focus, Touch Of Light
Subtle Light	Light	Magic	Casting			You must select the Black Light talent as the bonus talent gained from this drawback, and must use this talent on every glow you create.<br>Incompatible: Lens Focus
Touch Of Light	Light	Magic	Casting			You cannot cause objects or creatures to glow as a ranged touch attack, nor create lenses at a range greater than touch. You cannot take Ranged Light, and you may only apply Solar Strike to melee attacks.<br>Incompatible: Glowing Brew, Lens Focus, Roving Glow
Conservationist	Mana	Magic	Casting	[Mana HB]		You prize the value of mana, and hate to see it disappear. You cannot use the Spellburn option of the expunge ability. You may not utilize any ability from a talent that deals spell point damage. Abilities that transfer them (such as Manathief) are still able to be used. You must select an (expunge) talent when taking this drawback.
Incongruent	Mana	Magic	Casting	[Mana HB]		You lack a source of magical empathy. You cannot gain or use (manabond) talents or create manabonds, but you may still be targeted by manabonds created by other creatures.<br>Incompatible: Selfish Caster
Selfish Caster	Mana	Magic	Casting	[Mana HB]		Your source of magic is unstable, and interacts poorly with the mana within other spellcasters. You may not use (manipulation) talents, and may not take talents that allow you to grant spell points or talents to other creatures.<br>Incompatible: Incongruent
Weapon-bound	Mana	Magic	Casting	[Mana HB]		Your Mana sphere talents fizzle without a physical vessel to deliver them. You may only deliver an (expunge) or a (manipulation) through the use of the Manasurge Strike talent.
Addling Brew	Mind	Magic	Casting			You must select the Instill Charm talent with the bonus talent granted by this drawback, and you can only use your Mind sphere abilities through this talent.
Animal Shaman	Mind	Magic	Casting			You may affect animals with your Mind sphere effects, but not creatures of your own creature type. You must choose the Recondite Stimuli advanced talent as the bonus talent gained from this drawback, and must choose vermin with that talent.<br>Incompatible: Kindred Knack
Blatant Side-Effects	Mind	Magic	Casting			Your mind-affecting magic acts more like a hammer than a scalpel, and produces odd, unintended changes in your target, effectively giving your mind-affecting effects a signature, recognizable trait. Deadpan speech patterns accompanied by an echo and a change in vocabulary, strange glowing halos, curious tremors in the earth whenever the target draws near, the temporary growth of horns or antlers, or even inexplicably vibrant, sometimes swirling, eyes are just some of the traces that your magical mind-affecting effects might leave on their targets.<br>These side effects vanish without a trace when a target is no longer under the effect of one of your mind-affecting effects, making it incredibly obvious when you are influencing someone’s mind and when you are not. Whatever the nature of the signs, a person speaking to or observing a target so affected will recognize the creature’s signs with a DC 10 Perception check, and may know (either through personal history or a DC 10 Spellcraft check) that the target is under mental control. In addition, a DC 15 Sense Motive check will suggest mental coercion and allow someone to detect the enchantment at work, as will a DC 5 Sense Motive check for incredibly blatant mind-affecting effects (such as the Enthrall or Mind Control talents or the dominate person spell).
Empath	Mind	Magic	Casting			You do not gain the Suggestion charm. You must select a (charm) talent with the bonus talent granted by this drawback.
Hypnotic Gaze	Mind	Magic	Casting	[DbH]		To affect a target with your charms, you must look them in the eyes. A target must be able to see your eyes (or another part of your body at GM discretion) to be targeted with your charm. A creature may declare they are averting their gaze from your eyes as an immediate action or a free action which can be taken once per round, in which case you gain concealment against them for 1 round but they receive a +4 bonus on any saving throws against your charm for the duration. A creature who shuts their eyes completely (a free action which can be taken once per round, in which case the creature cannot open its eyes until the start of its next turn) or otherwise cannot see you at all cannot be targeted by your charm at all. Your charm effects are considered gaze attacks for any ability that would affect gaze attacks.<br>In order to target yourself with a charm, you must be able to clearly see your reflection in some nearby reflective surface such as a mirror or a pool of water. Whenever you target yourself with a charm sphere effect by looking into a reflection of yourself, you are flat-footed until the beginning of your next turn. You may not use your charms on yourself while you cannot see. You must select a (charm) talent or a talent which affects your charms using this drawback.<br>Incompatible: Addling Brew, Inward Focus
Inward Focus	Mind	Magic	Casting	[Apoc]		Source: Spheres Apocrypha: Cognition Talents<br>You cannot use charm effects. You may only select (cognition) talents and talents that augment them, and must select a (cognition) talent with the bonus talent gained from this drawback.<br>Incompatible: Any Mind drawback that retains or affects a (charm) talent.
Kindred Knack	Mind	Magic	Casting			You may not affect creatures of your own creature type, and the Expanded Charm talent does not allow you to affect creatures of your own creature type. The bonus magic talent gained from this drawback must be the Recondite Stimuli advanced talent.<br>Incompatible: Animal Shaman
Lost In Translation	Mind	Magic	Casting			Your charms become language dependent effects; the targets of your (charm) talents must share a language with you in order for the charms to take effect, and the language must be properly spoken to them as part of the casting. Creatures incapable of hearing you cannot be affected by your charms. You may not select or use (cloud) talents.
Tactile Charm	Mind	Magic	Casting			The range of your Mind sphere effects such as charms and clouds decreases from close to touch. Using a charm on a target requires you to touch them first, which usually requires a melee touch attack as part of using the charm. You must select the Charming Strike talent as the bonus talent from this drawback, and can only use that talent when making melee attacks.
Unusual Entreatment	Mind	Magic	Casting	[3PP]		Source: Expanded Spheres: Baron's Lost Apocrypha<br>Choose a creature type other than your own. You may affect creatures of that type with your Mind sphere effects, but not creatures of your own type. You do not gain a bonus talent from this drawback.<br>Incompatible: Animal Shaman, Kindred Knack
Holistic Brew	Nature	Magic	Casting			You must select the Instill Spirit talent with the bonus talent granted by this drawback, and you can only use your Nature sphere abilities through this talent. You must possess the Limited Nature talent twice to gain this drawback.
Limited Nature	Nature	Magic	Casting			You gain only a single geomancing ability of your starting Nature package. For example, if you have the (plant) package, you gain only Entangle, Harvest, or Pummel. You must take a (geomancing) talent with the bonus talent gained from this drawback.<br>You may take this drawback twice. If taken twice, you cannot use geomancing powers at all, only (spirit) talents. Instead of a (geomancing) talent, you gain the Master Of Elements talent and one (spirit) talent of your choice as the bonus talents gained from this drawback.<br>Wiki Note: This means you don't have a base geomancing package.
Alternate Aegis	Protection	Magic	Casting			You do not gain the Deflection aegis. You must use the talent gained with this drawback to acquire an (aegis) talent.<br>Incompatible: Limited Protection (ward)
Aligned Protection	Protection	Magic	Casting			Choose an end of the alignment spectrum that you possess (good, evil, lawful, or chaotic). Your aegises and wards only provide protection against creatures of the opposite alignment (evil for good, lawful for chaotic, etc.). Creatures who possess your selected alignment or are neutral (those who possess neither your selected alignment nor its opposite) are not stopped by your barriers, hindered by your wards, and your aegises provide no protection against effects that originate from those creatures.
Circle Of Symbols	Protection	Magic	Casting			Your wards consist of circles of glowing symbols and runes with no true physicality. You cannot use the barrier ward and cannot take talents that augment barriers, such as Greater Barrier, Buttressing, Barrier Maze, or other, similar talents. You must use the bonus talent gained from this drawback to select a (ward) talent.<br>Incompatible: Limited Protection (aegis)
Crystalline	Protection	Magic	Casting			Your aegis abilities create a physical lattice of crystal around the creature bearing the aegis. It can not be removed without destroying it, and any part that is broken off disappears. A Spellcraft check against a DC equal to 15 + 1/2 your caster level can identify what the lattice is. This requires some means of perceiving magic (such as the Divination sphere’s divine ability). The lattice can be sundered as if it were a piece of armor. It has a hardness equal to 5 + 1 for every 4 caster levels, and hit points equal to 4 + your caster level. In addition, it provides no defense from touch attacks by incorporeal creatures or light-based attacks.<br>You must use the talent gained with this drawback to acquire an (aegis) talent.<br>Incompatible: Limited Protection (ward), Luminous, Second Skin, Shielding
Limited Protection	Protection	Magic	Casting			Choose either aegis or ward. You lose the other ability and cannot take talents that only grant or alter the lost ability.
Luminous	Protection	Magic	Casting			Your Protection sphere abilities take on the form of an aura or field of light. The light is not powerful enough to be used as a light source, but makes the presence of the protection ability obvious to anyone within 30 feet. Creatures wearing an aegis you created can not benefit from stealth, invisibility, or concealment. Effects that dispel light (such as Dark effects) dispel your Protection sphere abilities as well. You must use the bonus talent gained from this drawback to gain an (aegis) talent.<br>Incompatible: Crystalline, Limited Protection (ward), Second Skin, Shielding
Protected Soul	Protection	Magic	Casting			You cannot target other creatures with your aegis, only yourself. You must use the bonus talent gained from this drawback to gain an (aegis) talent.<br>Incompatible: Limited Protection (ward)
Protective Brew	Protection	Magic	Casting			You must select the Instill Aegis talent with the bonus talent granted by this drawback, and you can only use your aegises through this talent.<br>Incompatible: Limited Protection (ward)
Second Skin	Protection	Magic	Casting			Your aegis not only surrounds creatures, it enchants their skin directly. You may only apply an aegis to a creature who is wearing no armor, and wearing armor suppresses its effects. You must use the bonus talent gained from this drawback to gain an (aegis) talent.<br>Incompatible: Crystalline, Luminous, Limited Protection (ward), Shielding
Shielding	Protection	Magic	Casting			Your aegis takes the form of an energy shield that you use to intercept attacks. You can not create any aegis that protects a creature from the environment (such as Breathless), and creatures lose the benefit of your aegis against attacks that would bypass a shield or when they are flat-footed. You must use the bonus talent gained from this drawback to take the Shared Aegis talent.<br>Incompatible: Crystalline, Luminous, Second Skin
Machine Gremlin	Technomancy	Magic	Casting			Your sprites cannot be used to enhance machinery. You cannot use the Boost program with your sprites.
Outmoded Encroachment	Technomancy	Magic	Casting			The hazardous effects of your sprites are stopped by commonplace countermeasures. You cannot use the Drain and Interfere programs with your sprites.
Relic Wielder	Technomancy	Magic	Casting			Your ability to interfere with magical equipment does not extend to technological devices. You cannot use your Technomancy sphere abilities to affect technological items. You must select the Relic Manipulation advanced talent with this drawback.
Volatile Sprites	Technomancy	Magic	Casting			Your sprites cause machines to act erratically. You gain Glitch-Prone Sprites as a bonus talent, but all of your sprite hosts are always considered timeworn for the purpose of triggering glitches. This drawback does not grant any additional bonus talents.
Directional Control	Telekinesis	Magic	Casting			Choose either directly towards you or directly away from you. When you affect targets with telekinesis, you can only move them in the selected direction. You cannot affect yourself and you cannot perform actions such as lifting targets or creating sustained forces unless the movement is entirely in the selected direction. You must choose Acceleration as the talent gained from this drawback.<br>Incompatible: Flight, Gravity, Orbit
Flight	Telekinesis	Magic	Casting			You can only use telekinesis to lift creatures. You must select the Flight talent with the bonus talent gained from this drawback, and cannot use telekinesis unless it also uses that talent.<br>Incompatible: Directional Control, Gravity, Limited Telekinesis, Orbit
Gravity	Telekinesis	Magic	Casting			You have power over gravity. You can only gain Telekinesis talents that affect gravity such as Gravity Shift, Gravity Ward, or Gravity Well, and must choose one such talent as the bonus talent gained from this drawback. You cannot use telekinesis except through one of those talents.<br>Incompatible: Directional Control, Limited Telekinesis, Flight, Orbit
Limited Telekinesis	Telekinesis	Magic	Casting			You may only use your telekinesis on one type of material (water, metal, stone, etc.) chosen when you gain this drawback. If you are an armorist, you may select weapons or equipment you have made with your bound equipment and summon equipment class features as your ‘material type’. If you possess the Blood sphere and have selected ‘blood’ as your material, you may use your telekinesis abilities on creatures under the effects of your blood control.<br>Incompatible: Flight, Gravity
Orbit	Telekinesis	Magic	Casting			You must choose Orbit as the bonus talent gained from this drawback. You may only use telekinesis to place objects in, remove them from, or use objects contained within your orbit.<br>Incompatible: Directional Control, Flight, Gravity, Passive Telekinesis
Passive Telekinesis	Telekinesis	Magic	Casting			You possess the ability to maneuver your telekinesis in delicate ways, but find direct force difficult. You cannot use your telekinesis to perform a Bludgeon attack. You must select Telekinetic Tools as the bonus talent gained from this drawback.<br>Incompatible: Flight, Gravity, Orbit
Altered Time	Time	Magic	Casting			Choose either Haste or Slow. You lose this ability. You may take this drawback twice, losing both Haste and Slow.
Personal Time	Time	Magic	Casting			You may only affect yourself when using alter time abilities that affect creatures. You cannot gain the Ranged Time or Mass Time talents. You must select a (time) talent or Improved Haste with the bonus talent gained from this drawback.<br>Incompatible: Temporal Blade
Temporal Blade	Time	Magic	Casting			You must select the Time Strike talent with the bonus talent gained from this drawback. You cannot use any alter time ability except through the use of the Time Strike talent.<br>Incompatible: Personal Time, Temporal Brew
Temporal Brew	Time	Magic	Casting			You must select the Instill Time talent with the bonus talent granted by this drawback, and you can only use your Time sphere abilities through this talent.<br>Incompatible: Temporal Blade
Alternate Rally	War	Magic	Casting			You cannot use the Commanding Aid rally. You must choose a (rally) talent with the bonus talent gained from this drawback.<br>Incompatible: Commando
Alternate Totem	War	Magic	Casting			You cannot use Totem Of War. You must choose a (totem) talent with the bonus talent gained from this drawback.<br>Incompatible: Battle Manipulation, Small Unit Strategist
Battle Manipulation	War	Magic	Casting			You cannot create totems. You must select Eternal Vigilance with the bonus talent gained through this drawback, unless you also possess Solo Combatant, in which case any War talent you qualify for can be selected.<br>Incompatible: Alternate Totem, Personal Conflict, Small Unit Strategist, Squadron Elite
Commando	War	Magic	Casting			You cannot use rallies. You must select a (mandate) talent or a (momentum) talent with the bonus talent gained through this drawback.<br>Incompatible: Alternate Rally, Battle Manipulation, Solo Combatant
Exploitable Momentum	War	Magic	Casting	[SM—]		Source: Baron’s Uncanny Gateway<br>Your strategies leave you open to a clever opponent. As long as you have momentum, once per round an enemy within range of your [momentum] talents may spend one point of momentum for your pool to fuel one of their own [momentum] abilities or to gain a +4 morale bonus to a single attack roll as a swift action. You must select either Combat Inertia or Resourcefulness as the bonus talent from this drawback.
Manifest Totem	War	Magic	Casting	[Alienist HB]		Your totems manifest as Medium-sized physical objects that cannot be moved (except by effects that could normally move a totem). The object has a number of hit points equal to your caster level, AC equal to 10 + 1/2 your caster level, and saving throw bonuses equal to 2 + 1/2 your caster level. The object is transparent enough to not block line of sight but may be used to provide cover. Destruction of the object ends the totem’s effects. You must select a (totem) talent as the talent gained from this drawback. You cannot select the Totemic Aura or Totemic Emblem talent so long as you possess this drawback, nor can you attach your totems to other targets or effects (such as through the Tribal Rhythm feat).<br>Incompatible: Battle Manipulation, Personal Conflict, Small Unit Strategist
Personal Conflict	War	Magic	Casting			You can only create totems attached to creatures. You must choose Totemic Aura as the bonus talent gained from this drawback. Turning any totem you create into a fixed totem (such as through the use of the Redeployment talent) dispels it. You can create mandates and rallies normally.<br>You may take this drawback twice. If taken twice, you may only attach totemic auras to yourself. If taken twice, you must choose Call To Arms with the bonus talent gained from this drawback.<br>Incompatible: Battle Manipulation, Small Unit Strategist
Small Unit Strategist	War	Magic	Casting			You cannot create totems. You must select a (mandate) talent or a (momentum) talent with the bonus talent gained through this drawback.<br>Incompatible: Alternate Totem, Battle Manipulation, Personal Conflict
Solo Combatant	War	Magic	Casting			You cannot target other creatures with your rallies, only yourself. You must select Eternal Vigilance with the bonus talent gained through this drawback, unless you also possess Battle Manipulation, in which case any War talent you qualify for can be selected.<br>Incompatible: Commando, Squadron Elite
Squadron Elite	War	Magic	Casting			Your War magic only works for those in your squadron. Creatures outside your squadron cannot be affected by your totems, be rallied, use momentum, or be in mandates. When you take this drawback, you do not gain a bonus talent. Instead, you gain the Squadron Commander feat.<br>Incompatible: Battle Manipulation, Solo Combatant
Bender	Warp	Magic	Casting			You cannot teleport, you may only bend space. You must select a (space) talent with the bonus talent gained through this drawback.<br>Incompatible: Inanimate Teleport, Personal Warp, Short Teleport, Splintering Teleport, Taxing Teleport
Distorting Presence	Warp	Magic	Casting	[DbH]		Your (space) talents are tied to your location, twisting your immediate environment. You gain Distortion Aura as the bonus talent for this drawback, but must use it in conjunction with any (space) talent that you create (preventing you from using the talent’s normal range).
Exploit Fragility	Warp	Magic	Casting	[SM—]		Source: Baron’s Uncanny Gateway<br>Your abilities rely on a certain “thinness” between dimensions to function. You may only use your teleport to enter or leave areas that are already affected by a (space) talent or other interplanar effect at GM discretion. You cannot select a (space) talent with this drawback.<br>Incompatible: Bender
Inanimate Teleport	Warp	Magic	Casting			You cannot teleport creatures, only objects. You must select Teleport Object with the bonus talent you gain from this drawback.<br>Incompatible: Bender, Personal Warp
Limited Warp	Warp	Magic	Casting			You may only teleport or bend space when within an area that meets a specific condition and can only choose a destination for teleport that also matches that condition. Choose one of the following conditions or speak with your GM about finding another appropriate one: you can only teleport or bend space in areas of dim light or darkness; you can only teleport or bend space in a body of water; you can only teleport or bend space when touching fire; you can only teleport or bend space when touching a living tree.
Personal Warp	Warp	Magic	Casting			You may only target yourself with your teleport ability. You cannot gain talents that specifically target others such as Mass Teleport, Swap Placement, or Unwilling Teleport, and cannot gain a (space) talent as the talent gained from this drawback.<br>Incompatible: Bender, Inanimate Teleport
Short Teleport	Warp	Magic	Casting			The range of your teleport is limited to 10 feet plus an additional 5 feet per 4 caster levels. You may not spend a spell point to increase your teleport range. If another talent would alter the range of your teleport, use the shorter of the two ranges. You cannot take Distant Teleport. You must select Emergency Teleport, Quick Teleport or Swap Placement as the bonus talent from this drawback.<br>Incompatible: Bender, Taxing Teleport
Splintering Teleport	Warp	Magic	Casting			Whether due to the style of your teleportation, incomplete training, or some other phenomenon, whenever you teleport a subject they suffer damage in transit. You must select Splinter with the bonus talent you gain from this drawback and must always apply its effects to your teleport.<br>Incompatible: Bender
Taxing Teleport	Warp	Magic	Casting			When you teleport, you must always pay a spell point to increase your teleport range, even if you are teleporting a shorter distance. You must select Distant Teleport as the bonus talent from this drawback.<br>Incompatible: Bender, Short Teleport
Warping Brew	Warp	Magic	Casting			You must select the Instill Teleport talent with the bonus talent granted by this drawback, and you can only use your Warp sphere abilities through this talent.
Atmospheric Brew	Weather	Magic	Casting			You must select the Instill Weather talent with the bonus talent granted by this drawback, and you can only use your Weather sphere abilities through this talent. You must possess the Localized Weather drawback to select this one.<br>Incompatible: Limited Weather, Small Weather
Limited Weather	Weather	Magic	Casting			You may only affect one weather category: Aridity, Ash, Cold, Heat, Precipitation, Vog, or Wind. If you choose Aridity you may lower the severity of Precipitation but cannot increase it. If you choose Cold you may lower the severity of Heat but cannot increase it. If you choose Heat you may lower the severity of Cold but cannot increase it. If you choose Precipitation you may lower the severity of Aridity but cannot increase it. You cannot take talents that alter an aspect of weather you cannot affect. If the chosen category requires an additional talent to be used, you must select the appropriate talent as the bonus talent, otherwise you must select Severe Weather with the talent gained from this drawback.<br>Incompatible: Atmospheric Brew, Localized Weather.
Localized Weather	Weather	Magic	Casting			You do not gain the ability to control weather and you cannot take talents that improve this ability. You must select a (shroud) or (mantle) talent with the bonus talent gained from this drawback.<br>Incompatible: Limited Weather, Small Weather
Personal Mantle	Weather	Magic	Casting			You cannot place your mantle on other creatures. When you take this drawback, you do not gain an additional talent. Instead, you gain the Mantled Caster feat, even if you do not meet its prerequisites.
Small Weather	Weather	Magic	Casting			The size of your weather is very limited; the maximum size area you can control weather has a close range-sized radius. You must select Focused Weather with the talent gained from this drawback.<br>Incompatible: Atmospheric Brew, Localized Weather
Admixture Specialist	Dual Sphere	Magic	Casting			Associated Sphere: see text<br>Feat: any one Admixture feat<br>Choose one Admixture feat. The associated sphere for this dual sphere drawback is the sphere besides Destruction required by the feat. Said sphere’s abilities which can be used with Admixture can only be used in conjunction with a destructive blast and the Admixture talent (for example, a character who selects Ghostly Admixture can only use ghost strike as part of an admixture-affected destructive blast).<br>You may only take this drawback once even if you select multiple spheres with corresponding admixture feats.
Approximate Manabond	Dual Sphere	Magic	Casting			Associated Sphere: Mana<br>Feat: Consecrated Affinity<br>You cannot create a manabond through expunge or manipulation talents, only through your consecration.
Collapse Manipulator	Dual Sphere	Magic	Casting			Associated Sphere: Dark<br>Feat: Event Horizon<br>When you create darkness, you must apply the Gravity Well talent as a (darkness) talent.
Combat Vision	Dual Sphere	Magic	Casting			Associated Sphere: Divination<br>Feat: Eyes of Battle<br>None of your divine abilities function beyond the range of your totem.
Creation Wielder	Dual Sphere	Magic	Casting			Associated Sphere: Telekinesis<br>Feat: Forceful Creation<br>You cannot use the lift, bludgeon, or sustained force abilities on any targets you did not create.
Dark Domain	Dual Sphere	Magic	Casting			Associated Sphere: Dark<br>Feat: Shadow Cage<br>You may not create darkness normally, although you can still apply their effects to your ward.
Die For Me	Dual Sphere	Magic	Casting			Associated Sphere: Destruction<br>Feat: Destructive Companion<br>You may not use your destructive blast ability on your own, only through the detonation of companions.
Elemental Specialization	Dual Sphere	Magic	Casting			Associated Sphere: Nature<br>Feat: Supernatural Elements<br>Your geomancing and spirit abilities can only deal damage of a type corresponding to blast type talents that you possess.
Explosive Entrance	Dual Sphere	Magic	Casting			Associated Sphere: Warp<br>Feat: Warp Burst<br>You must use a destruction sphere effect when you teleport yourself.
Get the Blood Running	Dual Sphere	Magic	Casting			Associated Sphere: Mind<br>Feat: Vampire’s Guile<br>You can only use your charm and cloud effects on bleeding targets. If the affected creature ever stops bleeding, your Mind sphere effects are suppressed when the target stops bleeding, but continue to take effect should the target resume bleeding before their duration expires.
Lethal Enhancements	Dual Sphere	Magic	Casting			Associated Sphere: Enhancement<br>Feat: Might of the Grave<br>Your enhancement effects can only target undead creatures created through reanimate.
Lightblaster	Dual Sphere	Magic	Casting			Associated Sphere: Destruction<br>Feat: Destructive Radiance<br>You must always apply the effects of Destructive Radiance to your destructive blast.
Luminous Form	Dual Sphere	Magic	Casting			Associated Sphere: Light<br>Feat: Bioluminescent Transformation<br>You can only cause targets to glow as part of the action to affect them with a shapeshift.
Luminous Grip	Dual Sphere	Magic	Casting			Associated Sphere: Telekinesis<br>Feat: Beam Propulsion<br>You can only lift a target as part of the action to make it glow.
Mark of Victory	Dual Sphere	Magic	Casting			Associated Sphere: War<br>Feat: Tribal Mark<br>You may not create totems, although you can still apply the effects of totems through enhancements from the Tribal Mark feat.<br>Note: If you possess the Tribal Mark feat, you may apply the effects of totems in place of enhancements when using an effect or class ability that allows you to apply (enhance) talents to yourself (such as the mystical tattoos of the painted savage barbarian or the enhancer esoteric training of the sage).
Medical Evacuation	Dual Sphere	Magic	Casting			Associated Sphere: Life<br>Feat: Transpatial Reconstitution<br>You may only use a life sphere effect on a target as part of teleporting them.
Portents of Doom	Dual Sphere	Magic	Casting			Associated Sphere: Fate<br>Feat: Blessed Necromancy<br>You may only use your word talents through your ghost strikes or through affecting undead as you reanimate them.
Propagandist	Dual Sphere	Magic	Casting			Associated Sphere: War<br>Feat: Asymmetrical Warfare or Enhanced Vigilance<br>Only creatures which are under the effects of your glamer (for Asymmetrical Warfare) or your enhancement (for Enhanced Vigilance) can be affected by your Rally ability or be affected by your totems.
Rains of Undeath	Dual Sphere	Magic	Casting			Associated Sphere: Death<br>Feat: Baleful Storm<br>You cannot reanimate undead in precipitation below severity level 4, and undead you reanimate which leave an area of such precipitation immediately have the reanimate effect upon them end.
Safe and Secure	Dual Sphere	Magic	Casting			Associated Sphere: War<br>Feat: Tribal Fortification<br>You may not create totems normally, although you can still apply their effects to your ward.
Shadow Puppetry	Dual Sphere	Magic	Casting			Associated Sphere: Dark<br>Feat: Shade<br>You may not create darkness effects, although creatures within your figments or affected by your glamers still count as being in your darkness.
Shepherd of the Blind	Dual Sphere	Magic	Casting			Associated Sphere: Mind<br>Feat: Hypnotic Darkness<br>Only creatures within your darkness may be targeted by your charms.
Special Effects	Dual Sphere	Magic	Casting			Associated Sphere: Light<br>Feat: Illustrious Light<br>Only your figments and targets affected by your glamer may be made to glow with your abilities.
Stormcaller	Dual Sphere	Magic	Casting			Associated Sphere: Destruction<br>Feat: Atmospheric Imbuement<br>You may not use your destructive blast ability if the rain or wind within your area is below category 4. Non-instantaneous blasts which leave an area of necessary weather immediately end.
Thrashing Corpses	Dual Sphere	Magic	Casting			Associated Sphere: Nature<br>Feat: Sylvan Necromancy<br>You may not apply your (plant) geomancing abilities to plants, only to corpses.
Unnatural Crafter	Dual Sphere	Magic	Casting			Associated Sphere: Creation<br>Feat: Kinetic Creation, or Shape Quintessence<br>You may not create objects out of normal matter, being able only to create items out of force (if you take the Kinetic Creation feat) or quintessence (if you take the Shape Quintessence feat).
Unstable Creations	Dual Sphere	Magic	Casting			Associated Sphere: Creation<br>Feat: Fissile Creation<br>When using create or alter, you must always spend an additional spell point to make the object explode when it hits a target or when it takes damage (it explodes in both situations).
Whims of Tempus	Dual Sphere	Magic	Casting			Associated Sphere: Weather<br>Feat: Localized Changes<br>You can only use the weather sphere to affect the weather within the area of your Time of the Seasons effect.
Zone of Security	Dual Sphere	Magic	Casting			Associated Sphere: Warp<br>Feat: Guarded Step<br>Your teleport effects do not function outside of your ward (you cannot teleport out of your ward or into your ward from the outside).
Utility Starts	(general)	Combat	Martial			The [utility start] tag is described in Spheres of Guile. It is only possible to take advantage of a combat sphere as a [utility] talent if your game includes a way to gain combat talents restricted to those with the [utility] tag, such as using one of the variants in Chapter 1.<br>Piecemeal Utility Starts: If you have a progression or optional replacement that grants a [utility] combat talent or a [utility] magic talent, you can use it to gain a base sphere if you apply a drawback or combination of drawbacks that removes all of that base sphere’s benefits other than skill ranks and [utility] talents (and actions necessary to use such talents).
Alternative-Brew	Alchemy	Combat	Martial	[IHB2]		Whenever this sphere uses or grants ranks in Craft (alchemy) or calls for a Craft (alchemy) check, you instead gain ranks in a Craft or Profession or attempt a Craft or Profession check. The particular skill used is determined by the GM when you first gain this drawback. You use your ranks in the chosen skill instead of Craft (alchemy) when determining saving throws and Alchemy sphere effects. It is also substituted for all checks made to craft the items in question. This drawback does not grant a bonus talent; removing this drawback does not require spending a talent, but requires GM permission. You use ranks in the chosen skill in place of Craft (alchemy) for prerequisites for feats and talents that require the Alchemy sphere.
Chemical Dragon (Requires Formulae Package)	Alchemy	Combat	Martial	[Apoc]		Source: Spheres Apocrypha: Alchemical Formulae<br>You gain the Shaped Chemistry talent as the bonus talent with this drawback. All your formulae must be created either as a line or a cone using the Shaped Chemistry talent. Once selected, this choice cannot be changed.
Expensive Chemicals	Alchemy	Combat	Martial	[IHB2]		The materials gathered over the day and the alchemy kit are not enough to produce your formulae and poisons. Each poison or formulae you make requires a cost of 1 silver piece per rank in Craft (alchemy) used to produce it. They still go inert as normal and count towards the maximum you may maintain at once.
Hippocratic Oath (Requires Poison Package)	Alchemy	Combat	Martial			Your poisons can only be used in conjunction with (toxin) talents that grant beneficial effects, and you must choose the Anesthetic Dosage talent with the bonus talent granted by this drawback.
Mana Chemistry	Alchemy	Combat	Martial	[IHB2]		Your formulae and poisons use magical elements as part of their designs. This makes the effects your formulae and poisons create magical in nature and subject to spell resistance. In addition their effects may be dispelled by dispel magic (and other such similar effects) and your formulae and poisons are treated as magic items for the purposes of dispelling effects.
