sphere_name	talent_name	talent_category	tags	prerequisites	base_cost	description	augments
Destruction	Blinding Blast (blast type, light)	Base Talent				You may spend a spell point to have your destructive blast deal untyped damage. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Fortitude save or be blinded for 1 round. The damage die size increases to d8 against undead creatures and any creatures vulnerable to sunlight.	
Destruction	Blistering Blast (blast type, fire)	Base Talent				Your destructive blast deals fire damage. Any creature struck by the attack or that failed their Reflex saving throw if one was required suffers a -2 penalty on Fortitude saves for 1d4 rounds.	
Destruction	Crystal Blast (blast type, crystal)	Base Talent				Your destructive blast becomes an explosion of crystal, growing where it strikes. A crystal blast uses d4 instead of d6 as its damage die and deals piercing damage. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Reflex save or be entangled and unable to move. In addition, the target’s square (or the blast’s affected area) becomes overgrown with crystal and counts as difficult terrain. Breaking free of the entangled condition is a move action, requiring either a Strength check or an Escape Artist check against the crystal blast’s save DC. A target may also destroy the crystal on a square or creature by dealing 3 damage per caster level to the crystal. This removes the entangled condition from the creature and destroys the difficult terrain. Crystal disappears after 1 minute.	
Destruction	Drowning Blast (blast type, cold)	Base Talent				You may spend a spell point to have your destructive blast become a stream of water, pounding your foe, disorienting and choking them. This deals bludgeoning damage and any creature struck by the attack or that failed their Reflex saving throw if one was required are considered wet and must succeed at a Fortitude save or be nauseated for 1 round. The water disappears at the end of your turn, but fires extinguished or creatures soaked by the water continue to be so.	
Destruction	Electric Blast (blast type, electricity)	Base Talent				You may change the damage type of your destructive blast from bludgeoning to electricity. Targets wearing metal armor or primarily comprised of metal suffer a -3 penalty to AC and to saving throws against an electric blast. An electric blast can ignite combustibles, and melt metals with a low melting point, such as lead, gold, copper, silver, or bronze.	
Destruction	Fire Blast (blast type, fire)	Base Talent				Your destructive blast deals fire damage. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Reflex save or catch fire. A burning creature takes 1d6 damage the following round, plus 1d6 per round until the flames are extinguished. Each round the target may attempt another Reflex save to attempt to extinguish the flames. Rolling on the ground or using a blanket to smother the flames (a full-round action) grants the target a +4 bonus to that round’s saving throw.	
Destruction	Force Blast (blast type, force)	Base Talent				You may spend a spell point to change the damage type of your destructive blast to force. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Reflex save or fall prone.	
Destruction	Frost Blast (blast type, cold)	Base Talent				You may change the damage type of your destructive blast to cold. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Fortitude save or be staggered for 1 round.	
Destruction	Gale Blast (blast type, air)	Base Talent				You may change your destructive blast into a forceful wind that deals nonlethal bludgeoning damage. You may make a trip combat maneuver as a free action at range against any creature struck by the attack or that failed their Reflex saving throw if one was required. Your CMB for this check is equal to your caster level + your casting ability modifier. If this check fails, you are not tripped in return.	
Destruction	Gloom Blast (blast type, negative)	Base Talent				Your destructive blast deals negative energy damage. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Fortitude save or be sickened for 1 round. Undead creatures take no damage, but are instead blinded for 1 round on a failed Fortitude save. This bypasses the immunities of the undead type.	
Destruction	Gore Blast (blast type, negative)	Base Talent	[CrimDan]			Your destructive blast spews forward a torrent of flesh, organs, blood and other bodily fluids. A gore blast deals bludgeoning damage, but ignores spell resistance, spell turning, and can penetrate a globe of invulnerability, antimagic field, or other forms of antimagic, and is not treated as a spell or magical for the purpose of bypassing damage reduction, damaging incorporeal creatures or for creatures or classes that gain a bonus to saving throws against magic. Creatures struck by your gore blast or that fail their Reflex saving throw if one was required suffer a -1 penalty to Fortitude saves for 1d4 rounds. This penalty increases to -3 against saves made against diseases or poisons.	
Destruction	Hurricane Blast (blast type, air)	Base Talent				You may spend a spell point to change your destructive blast into swirling winds that swirls around the target, dealing nonlethal bludgeoning damage. The target suffers a penalty to ranged attacks and Fly checks equal to 1/2 your caster level for 1d4 rounds.	
Destruction	Incandescent Blast (blast type, light)	Base Talent				Your destructive blast deals untyped damage using d4 instead of d6 as its damage die and any creature struck by the attack or that failed their Reflex saving throw if one was required suffers a -2 penalty on Perception checks and Will saves for 1d4 rounds. The damage die size increases to d8 against undead creatures and any creatures vulnerable to sunlight.	
Destruction	Invigorating Blast (blast type, force)	Base Talent				You may spend a spell point to have your destructive blast deal positive energy damage to non-living creatures using d4 instead of d6 as its damage die. Living creatures instead of taking damage gain an equal number of temporary hit points (which cannot exceed their maximum hit points) which last for 1 hour, but also must succeed at a Fortitude save or become dazed for 1 round.	
Destruction	Living Crystal Blast (blast type, crystal)	Base Talent				You may spend a spell point to create a living crystal blast, covering the target and their space in a mass of ever shifting and clinging crystals. Your destructive blast deals piercing damage. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Reflex save or be entangled and unable to move.<br>In addition, the target’s square (or the blast’s affected area) becomes overgrown with living crystal. Any creature entering an affected square must succeed at a Reflex save or become entangled and unable to move. Breaking free of the entangled condition is a move action, requiring either a Strength check or an Escape Artist check against the living crystal blast’s save DC. A target may also destroy the crystal on a creature by dealing 3 damage per caster level to the crystal. This removes the entangled condition from the creature. The crystal disappears after 1 minute.	
Destruction	Mana Siphon (blast type, force)	Base Talent				You may cause your destructive blast to sap the magic energy from your target, funneling it to you. A mana siphon does nonlethal force damage using d4 instead of d6 as its damage die and any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Fortitude save or lose 1 spell point. This loss increases by one die size (1d2, 1d3, 1d4, 1d6, etc.) for every five caster levels. You gain an equal number of temporary spell points that last for one round per caster level, though you cannot receive more spell points than your target loses. These temporary spell points do not stack with spell points from other targets, other instances of this ability, or any other source.	
Destruction	Nether Blast (blast type, negative)	Base Talent				You may change the damage type of your destructive blast to negative energy. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Will saving throw or be shaken for 1 round. A nether blast does not damage undead; instead, the undead must succeed at a Will save or become frightened for 1 round. This bypasses the immunities of the undead type.	
Destruction	Numbing Blast (blast type, cold)	Base Talent				Your destructive blast deals cold damage. Any creature struck by the attack or that failed their Reflex saving throw if one was required suffers a -2 penalty on Reflex saves for 1d4 rounds.	
Destruction	Paradigm Blast (blast type, holy)	Base Talent				If you are of lawful alignment, you may spend a spell point to make your destructive blast deal axiomatic damage. If you are of chaotic alignment, you may spend a spell point to have your destructive blast deal anarchic damage. You cannot use this blast type if you are of neither alignment.<br>Note:<br>Axiomatic damage comes from attacks that are heavily infused with the power of sheer law and carry this orderly power over as a form of harmful energy to chaos-aligned beings. Axiomatic damage deals full damage to incorporeal targets, and deals damage as if the weapon were law-aligned. As it is not a weapon damage type, it automatically bypasses all damage reduction.<br>Anarchic damage comes from attacks that are heavily infused with the power of sheer chaos and carry this disorderly power over as a form of harmful energy to law-aligned beings. Anarchic damage deals full damage to incorporeal targets and deals damage as if the weapon were chaos-aligned. As it is not a weapon damage type, it automatically bypasses all damage reduction.	
Destruction	Radiant Blast (blast type, light)	Base Talent				Your destructive blast deals untyped damage, and uses d4 instead of d6 as its damage die. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Fortitude save or treat all creatures as if they had concealment (20%) for 1 round. This bypasses the immunities of the undead type. The damage die size increases to d8 against undead creatures and any creatures vulnerable to sunlight.	
Destruction	Razor Blast (blast type, crystal)	Base Talent				You craft your destructive blast into a series of jagged crystal shards, dealing slashing damage and using d4 instead of d6 as its damage die. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Reflex save or have its movement speed reduced in half until 24 hours pass, or it receives at least 1 point of fast healing/magical healing/regeneration. This effect may also be healed as a caltrop wound. In addition, every space affected by the razor blast becomes covered in jagged crystals. Any creature who moves over such a space must succeed at a Reflex save or suffer 1 point of damage and have its speed reduced by half, as detailed above.<br>A charging or running creature must immediately stop if it fails this saving throw. Any creature moving at half speed or slower can pick its way through the area with no trouble. A creature need only attempt one saving throw per round to avoid this effect, no matter how many affected spaces they cross over that round. Crystals can also be destroyed by dealing 1 point of damage per caster level to the crystal in a particular space. Crystal also disappears after 1 minute.	
Destruction	Reverberating Blast (blast type, sonic)	Base Talent				You may spend a spell point to make your destructive blast become a thundering sonic boom, dealing sonic damage. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Fortitude save or suffer a penalty to concentration checks and all mental skill checks equal to 1/2 your caster level for 1d4 rounds.	
Destruction	Searing Blast (blast type, fire)	Base Talent				Your destructive blast deals fire damage using d8 instead of d6 as its damage die.	
Destruction	Shattering Blast (blast type, sonic)	Base Talent				Your destructive blast becomes a sonic lance, shattering whatever it strikes. A shattering blast uses d4 instead of d6 as its damage die and deals sonic damage. The blast does full damage to objects and ignores up to half your caster level in hardness.	
Destruction	Shock Blast (blast type, electricity)	Base Talent				You may spend a spell point to have your destructive blast deal electricity damage. A shock blast uses d4 instead of d6 as its damage die. Any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Fortitude save or be dazed for 1 round.	
Destruction	Shrapnel Blast (blast type, stone)	Base Talent				Your destructive blast becomes a stream of jagged blades, dealing slashing damage, and using d4 instead of d6 as its damage die. Any creature struck by the attack or that failed their Reflex saving throw if one was required suffers bleed damage equal to 1/2 the number of damage die rolled (minimum 1). The blast ignores spell resistance, spell turning, and can penetrate a globe of invulnerability, antimagic field, or other forms of antimagic, and is not treated as a spell or magical for the purpose of bypassing damage reduction, damaging incorporeal creatures, or for creatures or classes that gain a bonus to saving throws against magic. These blades disappear after 1 minute.	
Destruction	Smiting Blast (blast type, holy)	Base Talent				If you are of good alignment, you may spend a spell point to make your destructive blast deal sacred damage. If you are of evil alignment, you may spend a spell point to have your destructive blast deal profane damage. You cannot use this blast type if you are of neither alignment.<br>Note:<br>Sacred damage comes from attacks that are heavily infused with the power of sheer good and carry this holy power over as a form of harmful energy to evil-aligned beings. Sacred damage deals full damage to incorporeal targets, and deals damage as if the weapon were good-aligned. As it is not a weapon damage type, it automatically bypasses all damage reduction.<br>Profane damage comes from attacks that are heavily infused with the power of sheer evil and carry this unholy power over as a form of harmful energy to good-aligned beings. Profane damage deals full damage to incorporeal targets and deals damage as if the weapon were evil-aligned. As it is not a weapon damage type, it automatically bypasses all damage reduction.	
Destruction	Static Blast (blast type, electricity)	Base Talent				You may spend a spell point to have your destructive blast deal electricity damage. You may make a disarm attempt at range against any creature struck by the attack or that failed their Reflex saving throw if one was required. Your CMB for this check is equal to your caster level + your casting ability modifier. You receive a +4 bonus on this check against any target that is wielding a metal weapon.	
Destruction	Stone Blast (blast type, stone)	Base Talent				You may change the damage type of your destructive blast to slashing, piercing, and bludgeoning. A stone blast ignores spell resistance, spell turning, and can penetrate a globe of invulnerability, antimagic field, or other forms of antimagic, and is not treated as a spell or magical for the purpose of bypassing damage reduction, damaging incorporeal creatures, or for creatures or classes that gain a bonus to saving throws against magic. These stones disappear after 1 minute.	
Destruction	Tenebrous Blast (blast type, negative)	Base Talent				Your destructive blast deals negative energy damage. Any creature struck by the attack or that failed their Reflex saving throw if one was required suffers a -2 penalty on attack rolls for 1d4 rounds. Undead creatures take no damage, but are instead sickened for 1 round. This bypasses the immunities of the undead type.	
Destruction	Thunder Blast (blast type, sonic)	Base Talent				You may change the damage type of your destructive blast to sonic. Targets who take damage from your thunder blast must succeed at a Fortitude saving throw or be deafened for 2d4 rounds.	
Destruction	Vacuum Blast (blast type, air)	Base Talent	[Apoc]			Source:<br>Spheres Apocrypha: Battlefield Manipulation Talents<br>Your destructive blast creates a pocket of empty space that pulls things in, dealing bludgeoning damage. You may make a drag combat maneuver as a free action at range against any creature struck by the attack or that failed their Reflex saving throw if one was required. Your CMB for this check is your caster level + your casting ability modifier, and all targets are dragged towards the point of origin of the effect. You do not move with the targets of your drag.<br>Targets are typically dragged towards the caster, but if using a talent such as Explosive Orb, the point of origin is the center of the blast. If using Energy Wall, each square of wall is considered the point of origin for those who enter that section. If using Guided Strike, you may choose which direction to pull the target, even pushing them up or down. A target pulled into the ground, or a horizontal surface, is knocked prone if they would have continued past the surface.<br>If the target is knocked into a solid object, they suffer 1d6 bludgeoning damage, +1d6 for every 5 feet they would have continued past the solid object.<br>Gaseous creatures are considered vulnerable to the damage dealt by this blast.	
Destruction	Adaptive Admixture	Advanced Talent	[SM—]	Prerequisites:		Source:<br>Baron’s Secluded Library<br>Destruction Sphere (Admixture)<br>When you damage a creature with a destructive blast which deals multiple types of damage, you may spend an extra spell point to allow the blast to tailor its damage to the target. Whenever a creature is damaged by the blast, if one type of damage would deal more damage than the rest due to a difference in resistance, immunity, or vulnerability, all of the blast’s damage is converted to the most damaging type (for example, a fire-immune creature damaged by an admixture that uses both Frost Blast and Fire Blast would take all of the blast’s damage as cold damage and would take the ongoing fire damage as cold damage). Different targets affected by the blast result may have different damage types applied to each of them in this way.	
Destruction	Blast Array	Advanced Talent	[Alienist HB]	Prerequisites:		Destruction sphere (Admixture, Blast Salvo (blast shape), Greater Admixture (advanced), Split Blast (advanced)), caster level 10th.<br>When you use Admixture or Greater Admixture in conjunction with this talent to fire a blast salvo, you may spend 1 additional spell point to cause each surge fired as part of the blast salvo to use a different blast type or Admixture feat for the purpose of determining its effects (as with the Split Blast talent, any surge which applies the effect of a sphere besides the Destruction sphere may deal no damage at the caster’s discretion). A target is only affected by non-damage effects and non-destruction sphere-effects on the first three surges to strike them as part of a blast salvo (for example, if a ghost strike admixture surge and a Frost Blast surge were both to strike the same target which has already been struck by two surges, said target would only have to save against either the stagger effect of Frost Blast or the effects of the ghost strike).<br>When using this talent, you do not need to pay additional spell points for using Admixture feats beyond the cost of the effect that they are applying (such as a ghost strike which may cost 1 or more spell points on its own).<br>When using Greater Admixture in conjunction with this talent to fire a blast salvo in which each surge only carries a single blast type, you may spend 2 spell points to fire one additional surge plus another per two caster levels rather than per six caster levels.	
Destruction	Blast Juggler	Advanced Talent	[SM—]	Prerequisites:		Source:<br>Baron’s Uncanny Gateway<br>Destruction Sphere (Energy Cloud or Energy Sphere)<br>As a move action, you may move any number of energy sphere or energy cloud destructive blasts you have active up to half their normal speed. Alternatively, as part of a move action to move, you may move a single energy sphere or energy cloud destructive blasts you have active up to half its normal speed.	
Destruction	Calamity (blast shape)	Advanced Talent		Prerequisites:		Destruction sphere (Explosive Orb (blast shape) or Sculpt Blast (blast shape)), caster level 10th.<br>When creating a destructive blast, you may spend 2 spell points to shape your destructive blast into a vast shape. If you possess Explosive Orb, you may create a close range-radius burst centered within range. If you possess Sculpt Blast, you may create either a long-range line, a medium-range cone, or a close-radius burst centered on yourself. All targets are allowed a Reflex save for half damage.	
Destruction	Conflagrant Cluster	Advanced Talent	[3PP]	Prerequisites:		Destruction sphere, caster level 5th<br>Whenever you would roll the listed amount and size of dice using a destructive blast, you may roll the corresponding dice on Table: Conflagrant Cluster Variant Dice. You do not need to replace all of the dice used in the destructive blast with their alternatives and may make multiple substitutions as part of a single destructive blast (for example, when making a destructive blast that deals 16d6 damage, you may have it deal 4d24+1d14+2d6 damage). Effects that modify a destructive blast based on the number of dice rolled use the new number of dice rolled (so a focused blast using the above layout of dice would only deal +7 damage).<br>You may take this talent a second time, in which case you may select from an additional variety of Alternative Dice<br>Normal Dice<br>Alternative Die<br>Alternative Die (if taken second time)<br>2d4<br>1d10<br>1d12<br>2d6<br>1d14<br>1d16<br>3d4<br>1d16 or 2d7<br>-<br>2d8<br>1d20<br>1d24<br>4d4<br>1d20<br>1d24<br>3d6<br>1d24<br>2d12<br>3d8<br>1d30<br>2d16<br>4d6<br>1d30<br>3d10<br>6d8<br>1d60 or 5d10<br>-<br>8d4<br>7d5<br>-<br>11d4<br>1d60<br>6d14<br>8d6<br>1d60<br>-<br>10d6<br>9d7<br>-<br>12d6<br>-<br>5d20<br>18d4<br>1d100<br>4d30<br>13d6<br>1d100<br>-<br>10d8<br>1d100<br>-<br>Source:<br>Card Casting 3: Volatile Variance	
Destruction	Crystal Cocoon	Advanced Talent		Prerequisites:		Destruction sphere (any two (blast type) talents in the crystal blast type group including either Crystal Blast or Living Crystal Blast), caster level 10th.<br>When using the Crystal Blast or Living Crystal Blast talent, you may spend an extra spell point to fully encase your targets in a shell of crystal. Targets that fail their Reflex saves against your destructive blast are helpless and cannot take physical actions other than to attempt Strength or Escape Artist checks to escape the crystal, but can still breathe and take purely mental actions. The crystal blocks line of sight and line of effect to and from the encased target. Destroying the cocoon frees the victim, the crystal having hit points as normal for the Crystal Blast and Living Crystal Blast talent.	
Destruction	Detonating Salvo	Advanced Talent	[LG]	Prerequisites:		Source:<br>Arcforge Players Compendium<br>Destruction sphere (Blast Salvo, Explosive Orb).<br>When you fire a blast salvo, you may spend an additional spell point to replace any number of the surges with 5-foot radius explosions which deal damage as a surge and are subject to the same restrictions. Creatures in the area of the explosion are allowed a Reflex save to negate the damage. If you spend an additional spell point, each explosion covers a burst with a radius of 10 feet + 5 feet per 5 caster levels and allows a Reflex save for half damage rather than no damage.<br>Any creature damaged by a surge has a -4 penalty to their saving throw against any explosion created using the same blast salvo.	
Destruction	Destructive Verticality	Advanced Talent	[SM—]	Prerequisites:		Source:<br>Baron’s Uncanny Gateway<br>Destruction Sphere (Energy Sphere, Explosive Orb, or Sculpt Blast)<br>When creating a destructive blast with the Energy Sphere, Explosive Orb, or Sculpt Blast blast shape, the blast also extends straight upwards and downwards up to close range from the center of the blast, causing blasts to take the form of flat-topped pillars with total height of twice your close range.<br>If you possess the Calamity talent, you may spend a spell point to have the blast extend upwards and downwards up to medium range.	
Destruction	Disintegrate (blast type)	Advanced Talent		Prerequisites:		Destruction sphere, caster level 5th.<br>You may spend a spell point to have your destructive blast deal untyped damage. Any creature reduced to 0 or fewer hit points is entirely disintegrated, leaving behind only a trace of fine dust. A disintegrated creature’s equipment is unaffected. This blast type does full damage to objects and ignores all hardness, energy resistance, and energy immunity.<br>When targeting a single object, the destructive blast simply disintegrates as much as a 10-foot cube of nonliving matter. Thus, it disintegrates only part of any very large object or structure targeted. Attended objects may attempt a Fortitude save to negate this effect, but still take destructive blast damage.<br>The destructive blast affects even objects constructed entirely of force, but not magical effects such as a globe of invulnerability, an antimagic field, or a barrier from the Protection sphere.	
Destruction	Energy Cloud (blast shape)	Advanced Talent		Prerequisites:		Destruction sphere, caster level 10th.<br>You may spend three spell points to make your destructive blast into a roiling cloud of destruction. The cloud covers a 10-foot + 5 feet per 5 caster levels radius, is 10-foot + 5 feet per 5 caster levels tall, and is stationary unless directed by the caster to move as a move action, which it does at a rate of 20-foot + 5 feet per 2 caster levels and persists for 1 minute per caster level. The cloud obscures vision as the fog cloud spell. Any creatures who begin their turn inside the cloud suffers your destructive blast damage. Affected creatures are allowed a Fortitude saving throw for half damage. You are immune to damage from your own cloud.	
Destruction	Erratic Blast (blast type)	Advanced Talent	[Alienist HB]	Prerequisite:		Destruction sphere.<br>When you gain this blast type, select 6, 8, 10, 12, or 20 blast type talents, no more than one being from each blast type group (you may only select 20 if you possess Admixture feats, see below). You do not need to possess these blast type talents but must meet the prerequisites for any advanced blast type talents selected with this ability. Assign each of these blast types a single number which could be rolled on a d6, d8, d10, d12, or d20 with the die used corresponding to the number of talents you have selected (a d6 if you selected 6, etc.).<br>When you use Erratic Blast, after deciding on your target(s) but before rolling attack rolls or saves, roll a die corresponding to the number of talents selected. Use the talent corresponding to the die roll result to determine the damage die, damage type and additional effects (including feats or class abilities such as Fan The Flames, Frozen To The Bone or elementalist’s favored element) to determine the effects of the destructive blast on the target(s). Erratic Blast costs a number of spell points equal to the greatest spell point cost of the blast types selected.<br>If you possess the Admixture talent, you may choose to make the maximum possible value of the die (8 for a d8, for an example) be an admixture of two other blast types which you have selected for the talent. Roll twice more on the table, ignoring any repeat rolls or any further maximum rolls. The next two results rolled are used together as an admixture at no increased spell point cost. If you have the Greater Admixture talent, you instead roll three times and use the next three results rolled for the admixture. You cannot use the Admixture talent with an Erratic Blast.<br>If you possess any Admixture feats, you may select any effects that you could apply to an admixture (such as ghost strikes if you possess Ghostly Admixture). As with (blast type) talents, you need not possess these talents but must meet their prerequisites.<br>If these abilities have variable spell point costs, determine the number of spell points you would spend on each of these effects when you select them as blast types for this talent (for example, you may choose to have your Lich Strike have an effective spell point cost of 1 or 3 for the purpose of determining the cost of an Erratic Blast which incorporates it, with the ghost strike having different effects corresponding to the number of spell points spent).<br>You can change the blast types or admixture effects selected with this talent whenever you level up.<br>For example, Astore is an elementalist with the Admixture talent. He creates the following table to determine the effect of his destructive blast whenever he uses it. As none of the blast types he has selected cost additional spell points, he does not need to spend additional spell points to use Erratic Blast.<br>D6 result<br>Blast type<br>1<br>Nether Blast<br>2<br>Acid Blast<br>3<br>Crystal Blast<br>4<br>Electric Blast<br>5<br>Searing Blast<br>6<br>Roll twice and admixture both blast types, rerolling any further results of 6<br>Addendum: [3PP]<br>You may select 5, 7, 12, 14, 16, 24, or 30 blast type talents with your erratic blast, rolling dice appropriate to the number of talents chosen and abiding by the normal restrictions.<br>Source:<br>Card Casting 3: Volatile Variance	
Destruction	Extreme Range	Advanced Talent		Prerequisites:		Destruction sphere (Extended Range [range] x2), caster level 5th.<br>Your destructive blast has a range of 1,000 feet + 100 feet per caster level. Destructive blasts outside of your long range but inside this range can only target squares or large objects (ones the occupy more than one square), not individual creatures and take effect one round after being used.	
Destruction	Grandmaster	Advanced Talent	[Jester's HB]	Prerequisites:		Destruction sphere (Knight’s Blast (blast shape)).<br>When using the Knight’s Blast blast shape, instead of firing a straight line with a single 90 degree turn, you may instead change direction up to 90 degrees a number of times equal to your caster level provided that the total distance traveled is not greater than close-range plus half the distance.	
Destruction	Greater Admixture	Advanced Talent		Prerequisites:		Destruction sphere (Admixture), caster level 5th.<br>When using the Admixture talent, you may spend an additional spell point to add a third (blast type) talent. The damage dealt is split between the three blast types and the additional effects from each blast type apply normally. If different damage die apply to the different types, use the largest. If the blast types have different caster levels, then use the lowest caster level for determining the Admixtured destructive blast’s caster level.<br>Special:<br>You do not increase the casting time or spend an additional spell point when using the admixture talent with blast types from the same blast type group. The additional spell point cost of Greater Admixture still applies. This can be used to apply two Admixture feats to a single destructive blast.	
Destruction	Hounding Sphere	Advanced Talent	[SM—]	Prerequisites:		Source:<br>Baron’s Uncanny Gateway<br>Destruction Sphere (Energy Sphere), caster level 10th<br>When you create an Energy Sphere, you may spend a spell point or increase the time needed to concentrate on it by 1 step to have the sphere automatically home in on a single creature you can perceive. At the start of each of your turns, the sphere moves up to its speed towards the targeted creature without you needing to spend an action to move it. As a standard action, you may select a new creature for the sphere to pursue each turn. You may only have one instance of Hounding Sphere active at a time.	
Destruction	Impact Burst	Advanced Talent	[SM—]	Prerequisites:		Source:<br>Baron’s Uncanny Gateway<br>Destruction Sphere (Energy Strike, any (blast shape) talent which can target an area)<br>When you deal damage to a creature with an Energy Strike that deals at least 2 dice of damage, you may spend a spell point to reduce the number of damage dice applied by the destructive blast by half. If you do, you may create a single destructive blast effect with a (blast shape) that targets an area originating from either you or a location adjacent to the damaged creature (spending extra spell points on the (blast shape) as normal). The secondary destructive blast uses the same (blast type) talents as the original Energy Strike destructive blast and the damage dice of this secondary destructive blast is equal to the number of damage dice removed from the Energy Strike destructive blast.	
Destruction	Intractable Blast (blast shape)	Advanced Talent	[SM—]	Prerequisites:		Source:<br>Baron’s Secluded Library<br>Destruction Sphere<br>When you gain this blast shape, select 6, 8, 10, 12, or 20 blast shape talents which can be used as a standard action. You do not need to possess these blast shape talents but must meet the prerequisites for any advanced blast shape talents selected with this ability. Assign each of these blast shapes a single number which could be rolled on a d6, d8, d10, d12, or d20 with the die used corresponding to the number of talents you have selected (a d6 if you selected 6, etc.). At GM discretion, other dice such as d3, d7, d16, and d24 may also be used, with you selecting a die corresponding to the number of blast shape talents.<br>When you use Intractable Blast, roll a die corresponding to the number of talents selected. Use the talent corresponding to the die roll result to determine the shape and range of the blast (including feats or class abilities such as Energy Snake) to determine the effects of the destructive blast on the target(s). Intractable Blast costs a number of spell points equal to the greatest spell point cost of the blast shapes selected. If a blast shape has variable spell point costs (such as Explosive Orb or Energy Sphere), determine the number of spell points you would spend on each of these effects when you select them as blast shapes.<br>You can change the blast shapes selected with this talent whenever you level up.	
Destruction	Magnifying Blast (blast type)	Advanced Talent	[3PP]	Prerequisites:		Source:<br>Expanded Spheres: Weaves of War<br>Destruction sphere (Energy Strike [strike])<br>You may only use this blast type in conjunction with the energy strike blast shape. The blast deals damage of one or more types that the attack corresponding with energy strike deals, chosen when the attack is made. Add the damage of the attack and the destructive blast together before applying DR and energy resistance. This blast cannot deal ability damage.<br>This blast ignores spell resistance, spell turning, and can penetrate a globe of invulnerability, antimagic field, or other forms of antimagic, and is not treated as a spell or magical for the purpose of bypassing damage reduction, damaging incorporeal creatures, or for creatures or classes that gain a bonus to saving throws against magic unless the corresponding weapon is considered any of those things.<br>Magnifying blast counts as its own blast type group for the purpose of abilities which select a specific blast type group.	
Destruction	Penetrating Blast	Advanced Talent		Prerequisites:		Destruction sphere, caster level 5th.<br>Your destructive blast ignores energy resistance equal to your caster level. You may spend a spell point to increase this effect to become twice your caster level. If a creature has immunity to your destructive blast’s damage type, treat that immunity as if it were ‘resistance 40’ instead of ‘immunity’ and calculate as normal.	
Destruction	Radiation Blast (blast type, fire, light)	Advanced Talent		Prerequisites:		Destruction sphere (any two (blast type) talents in the fire blast type group), caster level 5th.<br>You may spend two additional spell points to have your destructive blast do half fire and half untyped damage. Any creature damaged by the attack must succeed at a Fortitude save with your destructive blast’s DC or suffer the effects of low radiation.<br>A creature suffering from radiation instead must succeed at a Fortitude save with your destructive blast’s DC or have the level of radiation increased by one step, inflicting the new levels primary effect. This effect stacks with the effects of lower radiation levels. Saves against the secondary effects of the radiation are made at their normal save DCs. The target’s square (or the destructive blast’s affected area) becomes irradiated for 1 minute per caster level. Any creature passing through an irradiated square must succeed at a Fortitude save DC 14 or be affected by low radiation.<br>Radiation<br>Radiation is a poison effect, whose initial effect causes Constitution drain and secondary effect causes Strength damage. Radiation dangers are organized into four categories: low, medium, high, and severe.<br>Radiation Level<br>Fort Save<br>Primary Effect<br>Secondary Effect<br>Low<br>13<br>1 Con drain<br>1 Str damage/day<br>Medium<br>17<br>1d4 Con drain<br>1d4 Str damage/day<br>High<br>22<br>2d4 Con drain<br>1d6 Str damage/day<br>Severe<br>30<br>4d6 Con drain<br>2d6 Str damage/day<br>Pathfinder Campaign Setting: Technology Guide © 2014, Paizo Inc.; Authors: James Jacobs and Russ Taylor.<br>Initial Effect:<br>Radiation initially deals Constitution drain unless the exposed character succeeds at a Fortitude saving throw. A new saving throw must be attempted to resist radiation’s initial damage each round a victim remains exposed to it.<br>Secondary Effect:<br>Secondary effects from radiation deal Strength damage at a much slower rate than most poisons. This secondary effect ends only after a character succeeds at two consecutive Fortitude saving throws to resist secondary radiation damage. If a character has Strength damage equal to his current Strength score, further damage dealt a secondary effect is instead Constitution damage.<br>Removing Radiation Effects:<br>All radiation damage is a poison effect, and as such it can be removed with any effect that neutralizes poison. Ability damage and drain caused by radiation damage can be healed normally.	
Destruction	Split Blast	Advanced Talent	[Alienist HB]	Prerequisites:		Destruction sphere (Admixture, Blast Salvo (blast shape)).<br>When you use Admixture in conjunction with the Blast Salvo blast shape, you may cause some of the surges to use one blast type used in the Admixture while other surges use the other blast type. For example, a character who uses Admixture with Fire Blast and Numbing Blast talents could fire one surge that deals fire damage and causes a target to catch on fire as well as a second surge that deals cold damage and causes the target to take a penalty on Fortitude saves.<br>This talent may be used in conjunction with Admixture feats, in which case any surge which applies the effect of a sphere besides the Destruction sphere may either deal bludgeoning damage as a basic destructive blast with no blast type or deal no damage but count as a surge of 1 die (chosen when the surge is fired).<br>When using Admixture in conjunction with this talent to fire a blast salvo in which each surge only carries a single blast type, you may spend 2 spell points to fire one additional surge plus another per three caster levels rather than per six caster levels.	
